index,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
259,Volkswagen_Polo_1.2_TSI_DSG_MATCH,privat,Angebot,11919,test,kleinwagen,2012,automatik,90,polo,30000,11,benzin,volkswagen,nein,05/03/2016 00:00,0,6110,07/04/2016 04:46
260,Porsche_Cayman_2.9___PCM/Navi___Sport_Chrono___TÜV_neu,privat,Angebot,25900,test,coupe,2009,manuell,265,andere,125000,5,benzin,porsche,nein,21/03/2016 00:00,0,93053,25/03/2016 06:17
261,vw_golf_3_90ps_lederausstattung,privat,Angebot,300,control,kleinwagen,1993,manuell,90,golf,150000,8,benzin,volkswagen,,25/03/2016 00:00,0,27412,04/04/2016 06:22
262,Audi_A1_1.6_TDI_Attraction,privat,Angebot,10800,control,kleinwagen,2010,manuell,105,a1,125000,12,diesel,audi,nein,06/03/2016 00:00,0,24537,09/03/2016 22:18
263,Opel_Vectra_Edition_2000_klimaautomatic_Standheizung___gepflegt,privat,Angebot,650,test,limousine,2002,manuell,101,vectra,150000,1,benzin,opel,nein,07/03/2016 00:00,0,16816,07/03/2016 10:49
264,BMW_318i_touring,privat,Angebot,800,test,kombi,2000,manuell,118,3er,150000,9,benzin,bmw,ja,10/03/2016 00:00,0,51647,10/03/2016 15:52
265,Volkswagen_Lupo_1.4_TDI,privat,Angebot,1690,test,kleinwagen,2001,manuell,75,lupo,150000,5,diesel,volkswagen,nein,27/03/2016 00:00,0,45147,01/04/2016 23:44
266,Megane_CC,privat,Angebot,3650,test,cabrio,2004,manuell,113,megane,150000,9,benzin,renault,,04/04/2016 00:00,0,21739,07/04/2016 00:45
267,Citroën_Berlingo_L1_1.6_HDi_75_Niveau_B,privat,Angebot,4850,test,bus,2009,manuell,75,berlingo,80000,1,diesel,citroen,nein,20/03/2016 00:00,0,42651,20/03/2016 19:49
268,Mitsubishi_Colt_Tuev_07/2016,privat,Angebot,450,control,,2016,manuell,0,,150000,3,benzin,mitsubishi,nein,04/04/2016 00:00,0,59302,06/04/2016 11:17
269,Mercedes__C220__CDI,privat,Angebot,1450,control,limousine,1999,manuell,0,c_klasse,5000,8,,mercedes_benz,nein,09/03/2016 00:00,0,39120,10/03/2016 01:17
270,Volkswagen_Passat_Variant_2.0_TDI,privat,Angebot,4500,control,kombi,2007,manuell,140,passat,150000,11,diesel,volkswagen,nein,05/03/2016 00:00,0,93437,06/03/2016 04:40
271,Volkswagen_Passat_Variant_2.0_5V_Comfortline_Family,privat,Angebot,3900,control,kombi,2003,manuell,131,passat,150000,4,benzin,volkswagen,nein,03/04/2016 00:00,0,39218,07/04/2016 09:44
272,Volkswagen_Caravelle_Lang_DSG_Navi_Standheiz._VOLL,privat,Angebot,26999,test,bus,2013,automatik,140,transporter,80000,10,diesel,volkswagen,nein,29/03/2016 00:00,0,83684,06/04/2016 11:47
273,Volkswagen_Passat_Variant_1.6,privat,Angebot,750,control,kombi,2000,manuell,101,passat,150000,3,benzin,volkswagen,nein,09/03/2016 00:00,0,23758,09/03/2016 11:41
274,"BMW_730d_VOLLAUSSTATTUNG__E38_""2.Hand""",privat,Angebot,5900,test,limousine,1999,automatik,184,7er,150000,10,diesel,bmw,nein,10/03/2016 00:00,0,9405,05/04/2016 23:46
275,Audi_A6_3.0_TDI_competition_S_Line_LED_BOSE,privat,Angebot,56900,control,limousine,2015,automatik,326,a6,5000,7,diesel,audi,nein,04/04/2016 00:00,0,45525,07/04/2016 04:16
276,Volkswagen_Golf_2.0,privat,Angebot,1100,control,limousine,2000,manuell,116,golf,150000,4,benzin,volkswagen,nein,12/03/2016 00:00,0,90439,12/03/2016 15:55
277,Mercedes_Benz_CLS_350_CDI_4Matic_7G_TRONIC,privat,Angebot,48000,test,coupe,2014,automatik,265,andere,80000,10,diesel,mercedes_benz,nein,11/03/2016 00:00,0,96123,05/04/2016 08:47
278,Renault_Clio_III_Sport_RS_201,privat,Angebot,8400,control,kleinwagen,2009,manuell,201,clio,70000,6,benzin,renault,nein,21/03/2016 00:00,0,99713,30/03/2016 04:46
279,Tausche_Youngtimer_Audi_80_mit_knapp_62000_km,privat,Angebot,1,test,limousine,1990,manuell,90,80,70000,6,benzin,audi,nein,11/03/2016 00:00,0,55122,26/03/2016 23:15
280,VW_Golf_IV_1.4_16V_Motorschaden?,privat,Angebot,800,test,limousine,1998,manuell,75,golf,150000,5,benzin,volkswagen,ja,29/03/2016 00:00,0,31275,06/04/2016 01:15
281,Mercedes_Benz_ML_350_CDI_4Matic_7G_TRONIC_DPF_BRABUS_AMG,privat,Angebot,27500,test,suv,2009,automatik,224,m_klasse,150000,12,diesel,mercedes_benz,nein,22/03/2016 00:00,0,54636,06/04/2016 13:16
282,Volkswagen_Touran_1.4_TSI_Highline_R_Line_7Sitze/Standheiz.,privat,Angebot,14950,test,bus,2009,manuell,140,touran,70000,3,benzin,volkswagen,nein,25/03/2016 00:00,0,55129,07/04/2016 05:46
283,BMW_Z4_roadster_2.2i,privat,Angebot,14900,control,cabrio,2004,manuell,170,z_reihe,70000,6,benzin,bmw,nein,28/03/2016 00:00,0,16321,07/04/2016 00:17
284,BMW_535i,privat,Angebot,2950,control,limousine,1998,automatik,235,5er,150000,5,benzin,bmw,nein,12/03/2016 00:00,0,97332,19/03/2016 19:16
285,Audi_80_coupe_top_gepflegt_2_0,privat,Angebot,1500,control,coupe,1994,manuell,116,,150000,8,,audi,nein,29/03/2016 00:00,0,32791,06/04/2016 20:16
286,VW_Tiguan_2.0_TDI_DPF_BlueMotion_Technology,privat,Angebot,12000,control,suv,2011,manuell,101,tiguan,150000,7,diesel,volkswagen,nein,30/03/2016 00:00,0,1069,31/03/2016 07:43
287,Mercedes_Benz_C_220_T_CDI_Elegance,privat,Angebot,2500,control,kombi,2001,automatik,150,c_klasse,150000,11,diesel,mercedes_benz,nein,15/03/2016 00:00,0,22549,04/04/2016 23:18
288,Volkswagen_Golf_4_Cabrio_2.0l_Benzin,privat,Angebot,2400,test,cabrio,2001,,115,golf,150000,8,benzin,volkswagen,nein,04/04/2016 00:00,0,47533,06/04/2016 19:18
289,Hyundai_i30_Withe_Edition,privat,Angebot,4600,test,,2017,manuell,109,i_reihe,125000,0,benzin,hyundai,nein,06/03/2016 00:00,0,93495,12/03/2016 10:16
290,Mitsubishi_3000_GT,privat,Angebot,6000,test,coupe,1995,manuell,286,andere,150000,4,benzin,mitsubishi,nein,17/03/2016 00:00,0,36093,05/04/2016 18:45
291,Ford_Fiesta_1.6_TDCi_Titanium,privat,Angebot,8950,control,kleinwagen,2012,manuell,95,fiesta,60000,1,diesel,ford,nein,07/03/2016 00:00,0,50968,05/04/2016 12:15
292,Opel_corsa_Topp_mit_1_Jahr_tuev,privat,Angebot,590,control,limousine,1996,manuell,0,corsa,150000,0,,opel,,29/03/2016 00:00,0,32052,06/04/2016 21:18
293,Ford_Fiesta_aus_1._Hand_mit_Getriebeschaden,privat,Angebot,150,test,,2016,automatik,75,fiesta,50000,1,benzin,ford,ja,24/03/2016 00:00,0,32457,30/03/2016 11:48
294,Ford_Mustang,privat,Angebot,18700,test,coupe,2009,automatik,213,mustang,80000,8,benzin,ford,nein,06/03/2016 00:00,0,97424,06/04/2016 05:44
295,VW_Polo_1_2_Match_Plus_Teilleder_Panorama_SHZ_PDC_Klimaautomatik,privat,Angebot,9500,test,limousine,2012,manuell,69,polo,50000,11,benzin,volkswagen,,20/03/2016 00:00,0,91722,03/04/2016 07:00
296,Volkswagen_Passat_3c_CC_2.0_TDI_DSG,privat,Angebot,11550,control,coupe,2009,automatik,140,passat,125000,12,diesel,volkswagen,nein,31/03/2016 00:00,0,26931,31/03/2016 15:48
297,Renault_Grand_Espace,privat,Angebot,1250,control,,2017,,0,espace,150000,8,benzin,renault,,20/03/2016 00:00,0,63073,22/03/2016 16:21
298,BMW_316i,privat,Angebot,2400,test,limousine,1989,manuell,102,3er,150000,10,benzin,bmw,nein,30/03/2016 00:00,0,95364,03/04/2016 06:53
299,VWTiguan_sehr_gepflegt,privat,Angebot,16150,test,suv,2011,manuell,150,tiguan,30000,4,benzin,volkswagen,nein,19/03/2016 00:00,0,6502,07/04/2016 02:15
300,Sharan_dti,privat,Angebot,3400,control,bus,2000,manuell,0,sharan,150000,10,diesel,volkswagen,nein,23/03/2016 00:00,0,38259,29/03/2016 13:16
301,Audi_1.Hand_Navi_Leder_Xenon,privat,Angebot,3000,test,coupe,2000,manuell,179,tt,150000,2,benzin,audi,nein,05/03/2016 00:00,0,55120,08/03/2016 10:18
302,Volkswagen_Golf_1.9_TDI_Comfortline,privat,Angebot,5500,test,limousine,2004,manuell,90,golf,150000,10,diesel,volkswagen,nein,28/03/2016 00:00,0,56235,06/04/2016 07:46
303,Mazda_6._Scheckheft,privat,Angebot,2000,test,limousine,2004,manuell,122,6_reihe,5000,7,diesel,mazda,nein,31/03/2016 00:00,0,54558,05/04/2016 00:44
304,Twingo_1_2,privat,Angebot,300,control,kleinwagen,1998,manuell,58,twingo,125000,11,,renault,,22/03/2016 00:00,0,42579,22/03/2016 13:54
305,Verkaufe_Renault_Megane_Classic_mit_Klima,privat,Angebot,890,control,limousine,2000,manuell,107,megane,150000,6,benzin,renault,ja,18/03/2016 00:00,0,41065,18/03/2016 21:37
306,Honda_jazz_1.4___5trg__mod_2006___klimatron___euro4___faehrt_super,privat,Angebot,2390,test,,2016,,83,jazz,150000,12,benzin,honda,nein,10/03/2016 00:00,0,78713,13/03/2016 03:17
307,Mercedes_Benz_A_klasse,privat,Angebot,1450,control,,2017,,0,a_klasse,150000,8,benzin,mercedes_benz,,07/03/2016 00:00,0,45886,08/03/2016 00:15
308,Astra_G__neu_TÜV,privat,Angebot,1699,control,limousine,1999,,75,astra,150000,12,benzin,opel,,10/03/2016 00:00,0,26817,16/03/2016 06:17
309,Mitsubishi_L_300,privat,Angebot,2899,test,bus,1996,manuell,69,andere,150000,9,diesel,mitsubishi,nein,09/03/2016 00:00,0,13409,05/04/2016 14:18
310,Volkswagen_Golf_1.4_Comfortline,privat,Angebot,4800,test,limousine,2004,manuell,75,golf,80000,12,benzin,volkswagen,nein,04/04/2016 00:00,0,22926,06/04/2016 21:16
311,Peugeot_308_175_THP_Sport_Plus__Navi__Panorama__Teilled.,privat,Angebot,6799,test,limousine,2008,manuell,174,3_reihe,90000,9,benzin,peugeot,nein,29/03/2016 00:00,0,58095,05/04/2016 14:47
312,VW_Touran___1.9_Diesel___6_Gang_Getriebe,privat,Angebot,3400,test,bus,2003,manuell,100,touran,150000,0,diesel,volkswagen,,09/03/2016 00:00,0,41061,26/03/2016 04:45
313,Opel_Astra_H_TÜV_neu,privat,Angebot,2650,test,limousine,2004,manuell,125,astra,150000,6,benzin,opel,nein,20/03/2016 00:00,0,96528,20/03/2016 14:56
314,Renault_Clio_1.6_16_V,privat,Angebot,1000,test,kleinwagen,1999,manuell,107,clio,150000,6,benzin,renault,nein,16/03/2016 00:00,0,14612,07/04/2016 04:46
315,Audi_a3_8l,privat,Angebot,800,test,coupe,1997,manuell,125,a3,150000,0,benzin,audi,ja,24/03/2016 00:00,0,64739,29/03/2016 00:44
316,Audi_A4_Cabriolet_3.0,privat,Angebot,5299,test,cabrio,2002,manuell,220,a4,150000,4,benzin,audi,nein,19/03/2016 00:00,0,80999,02/04/2016 14:46
317,Mercedes_Benz_E_220,privat,Angebot,7150,test,limousine,2002,manuell,150,e_klasse,150000,3,diesel,mercedes_benz,nein,19/03/2016 00:00,0,70619,29/03/2016 18:45
318,Tauache_90ccm_roller_gegen_auto,privat,Angebot,200,control,,2009,,0,,10000,0,,sonstige_autos,,21/03/2016 00:00,0,6493,24/03/2016 02:47
319,Citroën_c4_Coupé_TÜV_2017,privat,Angebot,2300,control,coupe,2006,manuell,88,c4,150000,6,benzin,citroen,nein,31/03/2016 00:00,0,49565,05/04/2016 18:46
320,Biete_BMW_318_i_Kombi_auch_Tausch,privat,Angebot,1600,test,kombi,1999,manuell,0,,150000,6,benzin,bmw,nein,13/03/2016 00:00,0,41199,28/03/2016 12:46
321,Opel_Corsa._1_Jahr_Tuev.,privat,Angebot,350,test,,2017,,0,corsa,150000,0,benzin,opel,,08/03/2016 00:00,0,26655,08/03/2016 16:46
322,VW_Golf_Plus_DPF_140_PS_Rentnerfahrzeug,privat,Angebot,5500,control,bus,2006,manuell,140,golf,150000,8,diesel,volkswagen,nein,15/03/2016 00:00,0,87656,04/04/2016 18:45
323,Fiat_Panda_4x4_Raritaet,privat,Angebot,4400,test,kleinwagen,1997,manuell,54,panda,125000,7,benzin,fiat,nein,14/03/2016 00:00,0,78112,21/03/2016 02:16
324,Audi_A3_2.0_TDI_Sportback_DPF,privat,Angebot,7950,control,limousine,2008,manuell,140,a3,150000,10,diesel,audi,nein,01/04/2016 00:00,0,26419,01/04/2016 19:54
325,BMW_Z4_Coupe_3.0si_/Sommerfahrzeug,privat,Angebot,16500,test,coupe,2007,manuell,265,z_reihe,150000,3,benzin,bmw,nein,05/03/2016 00:00,0,71083,07/04/2016 12:17
326,BMW_Z4_roadster_2.2i_Automatik_Prof_Navi,privat,Angebot,8100,control,cabrio,2004,automatik,170,z_reihe,150000,9,benzin,bmw,nein,05/03/2016 00:00,0,38723,19/03/2016 20:47
327,VW_Buss_T5_Kastenwagen_mit_Klima_und_Anhaengerkupplung,privat,Angebot,3999,control,,2017,manuell,85,transporter,150000,10,diesel,volkswagen,,08/03/2016 00:00,0,50321,09/03/2016 04:46
328,Volkswagen_up!_ASG_high_up!,privat,Angebot,9750,test,kleinwagen,2013,automatik,75,up,60000,7,benzin,volkswagen,nein,10/03/2016 00:00,0,99817,07/04/2016 06:45
329,Mazda_3_2.2_MZR_CD_DPF_Sports_Line,privat,Angebot,7700,test,limousine,2009,manuell,185,3_reihe,150000,5,diesel,mazda,nein,03/04/2016 00:00,0,35510,05/04/2016 12:10
330,PEUGEOT_306_Cabriolet_1_6_Saint_Tropez,privat,Angebot,2500,control,cabrio,1999,manuell,88,3_reihe,150000,6,benzin,peugeot,,05/03/2016 00:00,0,65624,06/04/2016 22:15
331,Smart_smart_&_passion,privat,Angebot,1195,control,kleinwagen,1999,automatik,54,fortwo,125000,11,benzin,smart,nein,31/03/2016 00:00,0,86399,31/03/2016 10:45
332,Renault_Clio_Grandtour_1.2_16V_75_Dynamique,privat,Angebot,9790,control,kombi,2014,manuell,73,clio,30000,4,benzin,renault,nein,15/03/2016 00:00,0,10249,29/03/2016 20:18
333,Renault_Clio,privat,Angebot,1849,control,kleinwagen,1999,manuell,54,clio,90000,7,benzin,renault,nein,10/03/2016 00:00,0,53940,12/03/2016 22:18
334,Smart_Fortwo_Coupe_cdi__schwarz_,privat,Angebot,3300,test,kleinwagen,2006,automatik,41,fortwo,125000,8,diesel,smart,nein,28/03/2016 00:00,0,33719,30/03/2016 05:46
335,Volkswagen_Transporter_T4_70B_1F2,privat,Angebot,650,control,kombi,1991,manuell,77,transporter,150000,7,diesel,volkswagen,ja,05/03/2016 00:00,0,59348,07/04/2016 09:45
336,Toyota_Celica_GT,privat,Angebot,2600,control,coupe,1998,manuell,170,andere,150000,10,benzin,toyota,nein,26/03/2016 00:00,0,9437,06/04/2016 01:47
337,Mercedes_Benz_C_220_T_CDI_Avantgarde,privat,Angebot,11700,control,kombi,2008,manuell,170,andere,150000,7,diesel,mercedes_benz,nein,16/03/2016 00:00,0,91717,06/04/2016 23:16
338,renault_gebraucht,privat,Angebot,600,test,bus,1998,manuell,90,scenic,150000,6,benzin,renault,ja,21/03/2016 00:00,0,24143,26/03/2016 12:46
339,Hyundai_i30cw_1.4_Cl._Sparauto_LPG_Gas__1._Hand_scheckh.,privat,Angebot,4950,control,kombi,2009,manuell,109,i_reihe,150000,9,benzin,hyundai,nein,02/04/2016 00:00,0,87439,06/04/2016 14:16
340,LUPO_1.0_LPG_super_sparsam___8fach_bereift___TÜV_NEU_bis_03/2018!,privat,Angebot,1600,test,kleinwagen,2003,manuell,50,lupo,150000,3,benzin,volkswagen,nein,30/03/2016 00:00,0,55543,05/04/2016 11:45
341,BMW_3er_318_Ci_Edition_Exclusive_M_Technic_CABRIO_8500€,privat,Angebot,8499,control,cabrio,2006,manuell,150,3er,150000,3,benzin,bmw,nein,11/03/2016 00:00,0,51515,06/04/2016 04:44
342,Fiat_Sicento_Abart,privat,Angebot,1650,control,,2017,manuell,0,seicento,60000,5,benzin,fiat,nein,02/04/2016 00:00,0,91315,04/04/2016 14:16
343,Volkswagen_Golf_1.6,privat,Angebot,1700,control,limousine,1999,manuell,101,golf,150000,6,benzin,volkswagen,nein,09/03/2016 00:00,0,37619,10/03/2016 11:17
344,Kia_Ceed_1.4_CVVT_Attract_blau_metallic_SHZ_HU_2_/17,privat,Angebot,5750,control,limousine,2010,manuell,90,ceed,100000,2,benzin,kia,nein,19/03/2016 00:00,0,85665,06/04/2016 03:15
345,Renault_Kangoo_1.2_16V_Authentique,privat,Angebot,600,test,bus,2001,manuell,75,kangoo,150000,12,benzin,renault,ja,20/03/2016 00:00,0,58553,07/04/2016 02:44
346,Sehr_sauber_vw_polo_Mit_klimaanlage,privat,Angebot,0,control,,2005,,0,polo,150000,0,benzin,volkswagen,,06/03/2016 00:00,0,35392,07/03/2016 19:12
347,520_Navi__Klima___Automatik...,privat,Angebot,8700,test,limousine,2004,automatik,170,5er,150000,1,benzin,bmw,nein,25/03/2016 00:00,0,21682,06/04/2016 07:46
348,Mercedes_Benz_E220CDI_Kombi_Automatik,privat,Angebot,1200,control,kombi,1999,automatik,125,c_klasse,150000,2,diesel,mercedes_benz,nein,31/03/2016 00:00,0,53123,06/04/2016 08:17
349,Mazda_5_1.6_MZ_CD_Sendo,privat,Angebot,18880,test,bus,2014,manuell,116,5_reihe,20000,11,diesel,mazda,nein,20/03/2016 00:00,0,59872,06/04/2016 08:46
350,BMW_520d_Touring_Aut.,privat,Angebot,11200,control,kombi,2008,automatik,177,5er,150000,7,diesel,bmw,nein,19/03/2016 00:00,0,91301,01/04/2016 07:49
351,Camaro_3.4_..V6,privat,Angebot,3550,test,limousine,1993,manuell,0,andere,125000,11,benzin,chevrolet,,09/03/2016 00:00,0,54634,14/03/2016 15:15
352,Seat_Ibiza_Sport,privat,Angebot,3900,control,kleinwagen,2003,manuell,75,ibiza,125000,2,benzin,seat,nein,28/03/2016 00:00,0,53572,07/04/2016 00:46
353,BMW_118d_DPF,privat,Angebot,13849,test,limousine,2010,manuell,143,1er,80000,12,diesel,bmw,nein,10/03/2016 00:00,0,73485,06/04/2016 00:45
354,Skoda_Yeti_1.2_TSI_Ambition,privat,Angebot,13200,control,suv,2013,manuell,105,yeti,40000,3,benzin,skoda,nein,26/03/2016 00:00,0,79400,06/04/2016 10:45
355,Skoda_Fabia_1.4_16V_Combi_Elegance,privat,Angebot,2500,control,kombi,2001,manuell,101,fabia,125000,8,benzin,skoda,nein,28/03/2016 00:00,0,81541,07/04/2016 03:45
356,Skoda_Fabia_1.2_HTP_Cool_Edition,privat,Angebot,2550,test,kleinwagen,2006,manuell,54,fabia,150000,4,benzin,skoda,nein,02/04/2016 00:00,0,27419,02/04/2016 20:50
357,Skoda_Octavia_Combi_1.6_Gas_1.hand__Scheckheft,privat,Angebot,3900,test,kombi,2006,manuell,102,octavia,150000,11,lpg,skoda,nein,10/03/2016 00:00,0,26419,15/03/2016 19:15
358,BMW_330i,privat,Angebot,2450,test,limousine,2001,manuell,231,3er,150000,11,benzin,bmw,nein,16/03/2016 00:00,0,85748,19/03/2016 06:46
359,Opel_Corsa_B_1.2_TÜV_11/16_Webasto_Standheizung,privat,Angebot,500,control,kleinwagen,1996,manuell,45,corsa,70000,4,benzin,opel,,03/04/2016 00:00,0,8496,07/04/2016 11:17
360,Volkswagen_Passat_Variant_1.9_TDI,privat,Angebot,750,control,kombi,1998,manuell,90,passat,150000,12,diesel,volkswagen,nein,27/03/2016 00:00,0,35415,29/03/2016 14:30
361,Opel_Zafira_irmscher,privat,Angebot,1799,control,bus,1999,automatik,116,zafira,150000,7,benzin,opel,nein,23/03/2016 00:00,0,64579,25/03/2016 01:45
362,Golf_3_mit_gas_Anlage,privat,Angebot,950,control,kleinwagen,1997,manuell,0,golf,150000,6,,volkswagen,nein,10/03/2016 00:00,0,53639,23/03/2016 16:21
363,Seat_Mii_1.0_Style_Salsa_Sport_Navi__Klima__Tempom...,privat,Angebot,8150,control,kleinwagen,2012,manuell,75,mii,60000,11,benzin,seat,nein,15/03/2016 00:00,0,83646,16/03/2016 17:46
364,Mazda_RX_8,privat,Angebot,3900,test,coupe,2004,manuell,192,rx_reihe,125000,7,benzin,mazda,nein,03/03/2016 00:00,0,57520,29/03/2016 05:18
365,Peugeot_107_Klima,privat,Angebot,5500,test,kleinwagen,2012,manuell,68,,40000,12,,peugeot,nein,08/03/2016 00:00,0,24536,21/03/2016 21:44
366,Opel_Corsa_1.4_ecoFLEX_Start/Stop_Color_Edition,privat,Angebot,9999,control,kleinwagen,2014,manuell,90,corsa,20000,9,benzin,opel,nein,30/03/2016 00:00,0,55294,06/04/2016 23:46
367,Vw_golf_2_TÜV_neu_!!,privat,Angebot,1050,test,,2018,,0,golf,150000,0,,volkswagen,,12/03/2016 00:00,0,53567,07/04/2016 10:44
368,!!!_Ford_Mondeo__mit_TÜV___das_ist_wichtig_Tausche__auch_!!!,privat,Angebot,500,control,kombi,2001,manuell,131,mondeo,150000,12,diesel,ford,nein,31/03/2016 00:00,0,66117,06/04/2016 14:17
369,VW_Golf_1.8_Autogas_mit_Benzin_4_Tuere,privat,Angebot,699,control,limousine,1992,manuell,66,golf,150000,10,lpg,volkswagen,nein,29/03/2016 00:00,0,67065,06/04/2016 02:15
370,opel_astra_f_cabriolet,privat,Angebot,999,control,cabrio,1994,manuell,115,astra,150000,3,benzin,opel,nein,05/04/2016 00:00,0,56070,05/04/2016 12:26
371,Audi_A6_4B_4_2_V8,privat,Angebot,6250,test,limousine,2003,,299,a6,150000,3,benzin,audi,,03/04/2016 00:00,0,49733,05/04/2016 15:16
372,Volkswagen_T2_Bus,privat,Angebot,10000,control,bus,1976,,0,transporter,5000,0,benzin,volkswagen,,17/03/2016 00:00,0,73479,19/03/2016 14:21
373,Peugeot__F__206_mit_Motorschaden,privat,Angebot,300,control,kleinwagen,2001,manuell,0,,150000,5,benzin,peugeot,ja,23/03/2016 00:00,0,84579,25/03/2016 15:22
374,BMW_635_CSi_!_Top_gepflegt_!_H_Kennz._!_TÜV_2017,privat,Angebot,16500,test,coupe,1983,manuell,218,6er,150000,10,benzin,bmw,nein,30/03/2016 00:00,0,42719,01/04/2016 08:18
375,Ford_Focus_1.8__FFV__flexifuel_Style,privat,Angebot,6500,control,limousine,2007,manuell,125,focus,125000,9,andere,ford,nein,14/03/2016 00:00,0,97199,05/04/2016 11:51
376,Corvette_Z06,privat,Angebot,49500,test,cabrio,2013,,0,,10000,6,benzin,sonstige_autos,nein,11/03/2016 00:00,0,79774,13/03/2016 04:45
377,Renault_Modus,privat,Angebot,1200,control,,2016,manuell,75,modus,150000,0,benzin,renault,ja,31/03/2016 00:00,0,47546,31/03/2016 19:43
378,Golf_Cabrio,privat,Angebot,1480,test,cabrio,2000,manuell,74,golf,150000,6,benzin,volkswagen,,21/03/2016 00:00,0,19246,05/04/2016 14:17
379,Fiat_Punto_188_SX__97.000km__TÜV__8_Fach_Bereifung__MP3_Radio,privat,Angebot,1490,control,kleinwagen,2000,manuell,60,punto,100000,6,benzin,fiat,nein,26/03/2016 00:00,0,59557,06/04/2016 14:15
380,Opel_Astra_1.7_CDTI_Caravan_DPF_Catch_me_now,privat,Angebot,3200,control,kombi,2008,manuell,110,astra,150000,5,diesel,opel,nein,30/03/2016 00:00,0,47495,05/04/2016 09:52
381,Audi_A6_Avant_2.5_TDI_TÜV_10.2017,privat,Angebot,3250,control,kombi,2003,manuell,163,a6,150000,4,diesel,audi,nein,04/04/2016 00:00,0,40789,06/04/2016 12:17
382,Volkswagen_Fox_1.2__KLIMA,privat,Angebot,3400,test,kleinwagen,2006,manuell,54,fox,70000,6,benzin,volkswagen,nein,26/03/2016 00:00,0,33790,07/04/2016 01:46
383,Renault_Twingo_mit_Faltdach,privat,Angebot,1100,test,kleinwagen,2002,manuell,58,twingo,150000,5,benzin,renault,nein,28/03/2016 00:00,0,44623,06/04/2016 19:16
384,Opel_Vectra_2.2_DTI,privat,Angebot,1750,test,limousine,2002,manuell,125,vectra,150000,4,diesel,opel,nein,25/03/2016 00:00,0,73431,06/04/2016 20:16
385,VW_Passat_2l_TDI_DSG_Automatik,privat,Angebot,3300,test,kombi,2006,automatik,140,passat,150000,11,diesel,volkswagen,nein,29/03/2016 00:00,0,33775,31/03/2016 15:16
386,Chevrolet_Matiz_0.8_SE,privat,Angebot,1350,test,kleinwagen,2005,manuell,52,matiz,150000,6,benzin,chevrolet,ja,02/04/2016 00:00,0,91207,06/04/2016 10:17
387,Fiat_Panda_1.2_4x4_Climbing,privat,Angebot,8250,control,kleinwagen,2012,manuell,69,panda,80000,2,benzin,fiat,nein,04/04/2016 00:00,0,42555,06/04/2016 11:45
388,Vw_beetle_highline_2_0_l_lederausstattung_+++,privat,Angebot,2500,test,kleinwagen,2000,manuell,115,beetle,150000,1,benzin,volkswagen,nein,24/03/2016 00:00,0,7987,05/04/2016 17:17
